region,fecha,trimestre,mes,t,imacec,dólar,ipc,pib,pib_reg,t_aire,t_aire_min,t_aire_max,p_atm,rad_sol,hum_rel,hum_rel_min,hum_rel_max,precip,t_sup,t_sup_min,t_sup_max,t_suelo,vel_viento,raf_viento,d_viento,exp_kg
CO,01-06-2022,Q2,jun,24,2.7,752.62,0.9,0.021980655971543,-2.31021744658483,10.9,4.2,17.6,989.6,8.8,75.5,44.6,94.6,6,14.2,7,21.4,14.2,2,28.8,132.8,0
CO,01-07-2022,Q3,jul,25,0.1,833.2,1.4,-0.402457466175299,-1.48976748767735,10.5,5.1,16,989.7,9.2,82.5,53.7,97,120.8,13.7,8.8,18.7,12.7,2.4,31.5,144.7,0
CO,01-08-2022,Q3,ago,26,1.3,790.79,1.2,-0.402457466175299,-1.48976748767735,11.5,5.4,17.7,990,12.4,81.1,52.7,97.4,17,13.8,8.6,19,14.4,1.5,20.7,96.8,30910.89
CO,01-09-2022,Q3,sept,27,0.8,803.24,0.9,-0.402457466175299,-1.48976748767735,12,4.6,19.4,990.5,16.4,76.4,43.8,97.1,1.3,16.8,8.9,24.6,17.2,2.5,23.9,106.6,3643.5
CO,01-10-2022,Q4,oct,28,-1.6,833.92,0.5,-0.385807321621823,1.49242630159192,13.9,5.6,22.3,988.8,21.5,73.4,39.4,97,2.4,20.8,10.9,30.6,20.3,3.1,26.9,116.8,152533.92
CO,01-11-2022,Q4,nov,29,-3.1,790.88,1,-0.385807321621823,1.49242630159192,16.1,8.4,23.7,987.3,23.3,70,41.1,94,0.1,22.9,14.1,31.6,24.4,3.2,24.8,150.7,465449.65
CO,01-12-2022,Q4,dic,30,-1.5,745.28,0.3,-0.385807321621823,1.49242630159192,18.6,10.5,26.8,985.8,26.6,67.3,38.6,93.1,0,26.2,16.5,35.9,27.7,3.4,23.9,158,434914.73
CO,01-01-2023,Q1,ene,31,1.2,691.75,0.8,0.362599965738908,2.6959374743885,19.1,10.8,27.4,986.3,26.7,67.7,37.9,93.5,0,26.5,16.9,36,28.1,3.3,24.5,150.2,339961.12
CO,01-02-2023,Q1,feb,32,-0.2,659.46,-0.1,0.362599965738908,2.6959374743885,19.9,11.9,28,984.6,23.7,68.8,39.9,93.3,0,26.7,17.5,35.9,28.1,3.1,21.8,139.6,36868.32
CO,01-03-2023,Q1,mar,33,-1.7,666.5,1.1,0.362599965738908,2.6959374743885,19,10.7,27.3,985.6,19.1,73.4,41.6,95.6,0.1,24.4,16,32.8,25.9,2.5,24.5,121.6,0
CO,01-04-2023,Q2,abr,34,-0.3,656.63,0.3,0.510701501413502,4.25103836342744,15.5,7,24,986.5,13.8,75.2,42.4,97,1,19.7,12.1,27.3,21.9,1.8,21.2,96.3,0
CO,01-05-2023,Q2,may,35,-0.3,647.22,0.1,0.510701501413502,4.25103836342744,13.6,5.2,22.1,987.7,11.3,76.5,40.1,97.5,1.4,15.2,7.9,22.4,18.1,1.2,18,77.6,0
CO,01-06-2023,Q2,jun,36,0.2,644.25,-0.2,0.510701501413502,4.25103836342744,14,5.2,22.7,988.8,10.1,69.7,34,93.5,0.6,14.5,7.3,21.6,16.6,1.8,18.5,122,0
CO,01-07-2023,Q3,jul,37,3.2,653.57,0.4,0.979790805012715,3.91045509969568,12.9,5.3,20.6,988.7,10.4,76.8,40.8,97.1,37.8,12.8,7.3,18.2,15,2.2,24.8,150.6,0
CO,01-08-2023,Q3,ago,38,0.4,691.63,0.1,0.979790805012715,3.91045509969568,14.3,7.1,21.5,988.6,12.9,73.6,42.2,95,3.1,15.7,9.1,22.3,17.3,3.4,26.9,173.2,4281
CO,01-09-2023,Q3,sept,39,0.7,716.17,0.7,0.979790805012715,3.91045509969568,14.7,6.7,22.7,988.3,17.7,66.1,32.9,92.1,0,20.3,9.8,30.8,19.2,3.6,25.8,151.7,44029.94
CO,01-10-2023,Q4,oct,40,1.8,753.91,0.4,-0.481429369840158,1.32965902239195,14.3,5.9,22.8,987.9,22.4,67,35.3,91.9,0,23.6,9.7,37.6,21.3,3.6,27.7,141.8,287172.84
CO,01-11-2023,Q4,nov,41,1.6,709.97,0.7,-0.481429369840158,1.32965902239195,15.7,7.4,24,986.6,25.1,67,36.6,92.9,1.2,26.6,10.9,42.4,23.1,3.7,26.4,157.7,702256.25
CO,01-12-2023,Q4,dic,42,-0.1,693.81,-0.5,-0.481429369840158,1.32965902239195,17.7,9.3,26.1,985.7,27.4,67,38.3,91.5,0,30,12.9,47.1,25.7,3.5,24.2,162.4,304464.24
CO,01-01-2024,Q1,ene,43,3.2,722.93,0.7,1.65562496088922,3.42055327522186,19.7,11.4,27.9,985.6,26.5,68.9,38.7,92.6,0,28.3,15.4,41.3,27.6,3.4,24.2,157.4,88081.34
CO,01-02-2024,Q1,feb,44,5.5,774.18,0.6,1.65562496088922,3.42055327522186,20.6,13.1,28.1,985.8,22.6,70.7,42.1,91.5,0,25.4,18.3,32.6,27.4,3,26.4,154.9,5820.12
CO,01-03-2024,Q1,mar,45,1.6,774.46,0.4,1.65562496088922,3.42055327522186,18.8,10.6,27,985.9,19.3,72.4,40.4,94.4,0,23.6,15.9,31.2,24.7,2.5,21.8,138.1,152017.32
CO,01-04-2024,Q2,abr,46,4,762.46,0.5,-0.422323243392042,0.822015909168372,15.5,6.7,24.2,987.1,14,69,36.6,92.4,0.9,20.2,13,27.5,20.9,2.4,24.5,140.7,13108.8
CO,01-05-2024,Q2,may,47,0.4,715.99,0.3,-0.422323243392042,0.822015909168372,12.2,4.1,20.4,988.8,11,71.5,36,94.3,22.5,15.6,9.5,21.8,14.9,1.2,24.2,90,0
CO,01-06-2024,Q2,jun,48,-0.7,719.99,-0.1,-0.422323243392042,0.822015909168372,12.6,6.9,18.3,989.1,7.4,82.9,53.4,98.4,75.5,13.6,10.5,16.7,13.7,1,27.2,79.1,0
CO,01-07-2024,Q3,jul,49,4,727.27,0.7,1.47016729573894,1.32750564294029,10.6,3.5,17.7,989.9,10.3,81.2,50.3,97.3,2.1,11.7,8,15.3,13.1,1.3,21,92.5,0
CO,01-08-2024,Q3,ago,50,1.9,715.39,0.3,1.47016729573894,1.32750564294029,11.3,4.9,17.8,991.5,11.9,80.7,51.6,97.2,46.9,12.5,10,14.9,13.7,2,31.2,113,16.5
CO,01-09-2024,Q3,sept,51,0.2,707.51,0.1,1.47016729573894,1.32750564294029,13.7,4.4,22.9,989,18.6,72.9,36.7,95.9,0.8,15.9,10.7,21,17.2,3.1,29.3,132.9,0
CO,01-10-2024,Q4,oct,52,2.6,710.9,1,0.363076285070063,-0.0703171872801778,15.6,7.8,23.5,988.3,20.3,71.1,39.7,93.7,0.6,20.1,13.8,26.3,20.6,3.4,26.6,160.8,154833.08
CO,01-11-2024,Q4,nov,53,2.3,744.48,0.2,0.363076285070063,-0.0703171872801778,16.5,7.5,25.5,987.6,27.4,64.8,35,90.8,0.1,22.5,14.8,30.2,24,4,24.8,176.2,220562.92
CO,01-12-2024,Q4,dic,54,6.8,750.97,-0.2,0.363076285070063,-0.0703171872801778,17.5,9.1,25.9,986.9,27.9,67.3,37.5,91.6,0,23.8,17.2,30.4,26.5,3.9,24.5,169.9,452383.85
CO,01-01-2025,Q1,ene,55,2.3,765.23,1.1,0.363076285070063,-0.0703171872801778,19.6,11.6,27.7,986.6,25.4,68.5,38.9,91.8,0.1,25.6,20.1,31.2,26.4,3.6,23.4,160.7,16254.5
CO,01-02-2025,Q1,feb,56,-0.1,716.88,0.4,0.363076285070063,-0.0703171872801778,19.6,11.1,28.1,985.4,24.5,68.1,37.7,93.3,0,25.4,19.3,31.5,26.4,3.3,23.9,144.8,15261.65
